title,year,certificate,length,genres,category,rating,metascore,total_votes,US_box_office
Going My Way,1944,nan,126 min,"Comedy, Drama, Music",Drama,7.0,nan,10622,16300000
Raudonosios upes vaiduoklis,2005,PG-13,83 min,"Drama, History, Horror",Drama,5.1,38,24816,16298046
21 gramas,2003,R,124 min,"Crime, Drama, Thriller",Drama,7.6,70,224943,16290476
Elžbieta: aukso amžius,2007,PG-13,114 min,"Biography, Drama, History",Drama,6.8,45,67803,16285240
Swing Vote,2008,PG-13,120 min,"Comedy, Drama",Drama,6.1,47,17758,16284360
Pirmoji nuodėmė,2001,R,116 min,"Drama, Mystery, Romance",Drama,6.1,33,53834,16252765
Pozemiu ugnis,1997,R,105 min,"Action, Drama, Thriller",Drama,5.1,40,16740,16228448
Šaltakraujis Liukas,1967,nan,127 min,"Crime, Drama",Drama,8.1,92,162487,16217773
"Dar kartą, iš naujo",nan,N-13,104 min,"Comedy, Drama, Music",Drama,7.4,62,143868,16170632
Mo' Better Blues,1990,nan,129 min,"Drama, Music, Romance",Drama,6.6,61,11301,16153600
Tustybiu muge,2004,PG-13,141 min,Drama,Drama,6.2,53,21186,16136476
"Bright Lights, Big City",1988,nan,107 min,Drama,Drama,5.7,51,7416,16118077
Džobsas,2013,N-13,128 min,"Biography, Drama",Drama,5.9,44,93864,16117443
Death Wish 3,1985,nan,92 min,"Action, Crime, Drama",Drama,5.9,18,14125,16116878
The Prophecy,1995,R,98 min,"Action, Crime, Drama",Drama,6.5,44,29192,16115878
Death Wish II,1982,nan,89 min,"Action, Crime, Drama",Drama,6.1,11,14590,16100000
Fruitveilo stotis,2013,R,85 min,"Biography, Crime, Drama",Drama,7.5,85,76003,16097842
Pabegimas,1994,R,115 min,"Action, Adventure, Crime",Drama,5.8,51,17136,16096000
Imagine That,2009,PG,107 min,"Comedy, Drama, Family",Drama,5.6,54,13890,16088610
Per viršu,1987,nan,93 min,"Action, Drama, Sport",Drama,5.8,40,50490,16057580
Šakalo diena,1973,nan,143 min,"Crime, Drama, Thriller",Drama,7.8,80,37584,16056255
Above the Rim,1994,R,96 min,"Crime, Drama, Sport",Drama,6.7,nan,14050,16036534
She's Having a Baby,1988,nan,106 min,"Comedy, Drama, Romance",Drama,5.9,41,11400,16031707
Velnias su nekaltumo skraiste,1995,R,102 min,"Crime, Drama, Mystery",Drama,6.7,78,17675,16030096
Pramogų parkas,2009,R,107 min,"Comedy, Drama, Romance",Drama,6.8,76,152345,16025394
O,2001,R,95 min,"Drama, Romance, Thriller",Drama,6.1,53,19205,16017403
Pavojingo žmogaus išpažintis,2002,R,113 min,"Biography, Comedy, Crime",Drama,7.0,67,83882,16003576
Pabegimas iš kalejimo,1975,nan,96 min,"Action, Adventure, Drama",Drama,6.2,nan,3436,16000000
Forever Amber,1947,nan,138 min,"Adventure, Drama, Romance",Drama,6.6,nan,1236,16000000
The Single Moms Club,2014,PG-13,111 min,"Comedy, Drama",Drama,5.4,31,5875,15986272
Across the Sea of Time,1995,nan,51 min,"Adventure, Drama, Family",Drama,6.0,nan,235,15982846
Bilis Batgeitas,1991,R,106 min,"Crime, Drama, Thriller",Drama,5.9,nan,11246,15965919
Marija Antuanete,2006,PG-13,123 min,"Biography, Drama, History",Drama,6.5,65,102053,15962471
Thomas and the Magic Railroad,2000,nan,85 min,"Adventure, Comedy, Drama",Drama,4.1,19,3765,15911333
Gorkio parkas,1983,nan,128 min,"Crime, Drama, Mystery",Drama,6.8,60,12744,15900000
The Birth of a Nation,2016,R,120 min,"Biography, Drama, History",Drama,6.4,69,20135,15858754
Masquerade,1988,nan,91 min,"Drama, Romance, Thriller",Drama,6.0,nan,3343,15855828
Toli nuo rojaus,2002,PG-13,107 min,"Drama, Romance",Drama,7.3,84,44008,15854988
Charly,1968,M,103 min,"Drama, Romance, Sci-Fi",Drama,7.0,50,6229,15826800
Dance with Me,1998,PG,126 min,"Drama, Music, Romance",Drama,5.9,nan,5931,15814088
Begantis paskui aitvarą,2007,PG-13,128 min,Drama,Drama,7.6,61,77448,15800078
Erelis Edis,2015,N-13,106 min,"Biography, Comedy, Drama",Drama,7.4,54,86008,15785632
The Gospel,2005,PG,105 min,"Adventure, Drama, Family",Drama,4.9,46,1988,15778152
Black Sunday,1977,nan,143 min,"Adventure, Crime, Drama",Drama,6.8,57,6823,15769322
Avalon,1990,PG,128 min,Drama,Drama,7.2,nan,5700,15740796
The Island,1980,nan,109 min,"Action, Adventure, Drama",Drama,5.3,nan,3828,15716828
Paparaciai,2004,PG-13,84 min,"Action, Crime, Drama",Drama,5.8,38,14583,15712072
Puikybe ir garbe,2008,R,130 min,"Crime, Drama, Thriller",Drama,6.6,45,59122,15709385
Raitelis iš Aukštuju lygumu,1973,nan,105 min,"Drama, Mystery, Western",Drama,7.5,69,50095,15700000
Tuštybiu liepsna,1990,R,125 min,"Comedy, Drama, Romance",Drama,5.6,27,21751,15691192
Namo istorija,2001,R,125 min,Drama,Drama,7.5,45,42894,15652637
Kerštas,nan,nan,124 min,"Action, Crime, Drama",Drama,6.3,35,16794,15650000
Prancuzu ryšininkas,1971,nan,104 min,"Action, Crime, Drama",Drama,7.7,94,110440,15630710
Vaiduoklis,2010,PG-13,128 min,"Crime, Drama, Mystery",Drama,7.2,77,156458,15541549
In America,2002,PG-13,105 min,Drama,Drama,7.7,76,40436,15539266
Tie žavus žirgai,2000,PG-13,116 min,"Drama, Romance, Western",Drama,5.8,55,12953,15527125
Late Night,2019,R,102 min,"Comedy, Drama",Drama,6.5,70,29027,15499454
Idealus pabegimas,2009,R,98 min,"Drama, Mystery, Thriller",Drama,6.5,63,67748,15483540
Didžiausia visu laiku istorija,1965,nan,260 min,"Biography, Drama, History",Drama,6.6,nan,9183,15473333
Mad Love,1995,PG-13,93 min,"Comedy, Drama, Romance",Drama,5.4,nan,6132,15453274
Youngblood,1986,nan,110 min,"Drama, Romance, Sport",Drama,6.2,51,12374,15448384
Likimo nepakeisi,1990,nan,111 min,"Biography, Drama, Mystery",Drama,7.2,93,14811,15445131
A Kiss Before Dying,1991,R,94 min,"Crime, Drama, Mystery",Drama,5.7,40,4867,15429177
Infiltruotas,2016,R,127 min,"Biography, Crime, Drama",Drama,7.0,66,68868,15425870
Pabegti neimanoma,1994,R,118 min,"Action, Drama, Sci-Fi",Drama,6.1,nan,18579,15340000
The Greatest Game Ever Played,2005,PG,120 min,"Biography, Drama, Sport",Drama,7.4,55,28320,15331289
Laiko tiltas,nan,N-7,123 min,"Comedy, Drama, Fantasy",Drama,7.8,55,304886,15322921
Ging chaat goo si 4: Gaan dan yam mo,1996,PG-13,107 min,"Action, Adventure, Comedy",Drama,6.6,nan,19423,15318863
Plaukai,1979,nan,121 min,"Comedy, Drama, Musical",Drama,7.6,68,35192,15284463
Jaunatviškas maistas,2009,R,90 min,"Comedy, Drama, Romance",Drama,6.4,63,72359,15281286
Catch and Release,nan,PG-13,124 min,"Comedy, Drama, Romance",Drama,6.0,43,24209,15269668
The Sandpiper,1965,nan,117 min,Drama,Drama,6.3,nan,2932,15260000
The Cincinnati Kid,1965,nan,102 min,Drama,Drama,7.3,67,15278,15260000
The Madness of King George,1994,PG-13,110 min,"Biography, Comedy, Drama",Drama,7.2,89,15489,15238994
Alfa gauja,2006,N-16,122 min,"Biography, Crime, Drama",Drama,6.9,53,99374,15229325
Cirque du Soleil: Journey of Man,2000,nan,39 min,"Short, Drama, Family",Drama,6.9,55,632,15186747
Reikalingi daiktai,1993,R,120 min,"Crime, Drama, Fantasy",Drama,6.3,43,22910,15185672
Muriel vestuves,1994,R,106 min,"Comedy, Drama",Drama,7.2,63,35614,15185594
Sweet Sweetback's Baadasssss Song,1971,nan,97 min,"Action, Crime, Drama",Drama,5.5,71,4614,15180000
Briliantinas 2,1982,nan,115 min,"Comedy, Drama, Musical",Drama,4.4,52,32994,15171476
Pure Country,1992,PG,112 min,"Drama, Music, Romance",Drama,7.1,nan,3953,15164458
Korumpuotasis,1999,R,110 min,"Action, Crime, Drama",Drama,6.1,56,17452,15156200
Kai ateina ji,2014,PG-13,94 min,"Comedy, Drama, Romance",Drama,5.8,38,12892,15155772
Flowers in the Attic,1987,nan,93 min,"Drama, Mystery, Thriller",Drama,5.8,25,9366,15151736
Sirano de Beržerakas,1990,nan,137 min,"Comedy, Drama, History",Drama,7.5,79,22579,15140007
Breakin' 2: Electric Boogaloo,1984,nan,94 min,"Comedy, Drama, Musical",Drama,5.1,55,3785,15101131
The Adventures of Pinocchio,1996,nan,96 min,"Adventure, Drama, Family",Drama,5.2,nan,5362,15094530
Toy Soldiers,1991,R,111 min,"Action, Drama, Thriller",Drama,6.6,46,19620,15073942
Amerikos psichopatas,2000,R,101 min,"Comedy, Crime, Drama",Drama,7.6,64,493103,15070285
Deže,nan,PG-13,115 min,"Drama, Mystery, Thriller",Drama,5.6,47,89019,15045676
Prieblanda,1998,R,94 min,"Crime, Drama, Mystery",Drama,6.2,nan,10574,15030732
Kazino apiplešimas,2012,N-16,97 min,"Crime, Drama, Thriller",Drama,6.2,64,134124,15026056
More American Graffiti,1979,nan,110 min,"Comedy, Drama, War",Drama,5.3,44,4092,15014674
Miss Bala,2019,PG-13,104 min,"Action, Crime, Drama",Drama,5.8,41,8748,15006824
Ramus tarp vilku,2007,R,92 min,"Crime, Drama, Mystery",Drama,6.2,47,47483,14998070
Mano geriausias draugas,2000,PG-13,108 min,"Comedy, Drama, Romance",Drama,4.7,25,10764,14990582
Soliaris,2002,PG-13,99 min,"Drama, Mystery, Romance",Drama,6.2,65,78987,14973382
Pašalinti Karteri,2000,R,102 min,"Action, Crime, Drama",Drama,5.2,24,32686,14967182
Mirties bučinys,1995,R,101 min,"Crime, Drama, Thriller",Drama,5.9,nan,16925,14942422
A Star Is Born,1954,nan,154 min,"Drama, Musical, Romance",Drama,7.6,89,15994,14933000
The Night the Lights Went Out in Georgia,1981,nan,112 min,"Drama, Music",Drama,6.0,54,872,14923752
The Commitments,1991,R,118 min,"Comedy, Drama, Music",Drama,7.6,73,32844,14919570
Jei Bylo gatve prabiltu,2018,N-16,119 min,"Drama, Romance",Drama,7.1,87,42541,14915773
Indian Summer,1993,PG-13,97 min,"Comedy, Drama, Romance",Drama,6.6,51,5181,14904910
Sokis hip-hopo ritmu. Viskas arba nieko,2014,N-7,112 min,"Drama, Music, Romance",Drama,6.0,45,32558,14904384
Išsišokele,1999,R,103 min,"Comedy, Drama, Romance",Drama,7.2,83,90375,14879556
Paskutinis šansas isimyleti,2008,PG-13,93 min,"Drama, Romance",Drama,6.6,57,20538,14879423
S.O.B.,1981,nan,122 min,"Comedy, Drama",Drama,6.4,62,5445,14867086
Širdies muzika,1999,PG,124 min,"Drama, Music",Drama,6.8,54,11923,14859394
Once Around,1991,nan,115 min,"Comedy, Drama, Romance",Drama,6.5,nan,4000,14851083
Mergina voratinklyje,2018,N-16,115 min,"Action, Crime, Drama",Drama,6.1,43,42062,14841338
Raise the Titanic,1980,nan,115 min,"Action, Drama, Thriller",Drama,5.0,nan,3993,14824000
Nashville,1975,nan,160 min,"Comedy, Drama, Music",Drama,7.7,96,23842,14824000
Evos upoksniai,1997,R,109 min,Drama,Drama,7.3,78,8800,14821531
Threesome,1994,R,93 min,"Comedy, Drama, Romance",Drama,6.3,nan,12587,14815000
Not Without My Daughter,1991,nan,116 min,"Drama, Thriller",Drama,6.4,57,12386,14789113
Pavaduotojas,1996,R,114 min,"Action, Crime, Drama",Drama,6.0,nan,12481,14752141
Mano kaire koja,1989,nan,103 min,"Biography, Drama",Drama,7.9,97,68357,14743391
Tristanas ir Izolda,2006,PG-13,125 min,"Action, Drama, Romance",Drama,6.8,49,50565,14732623
Orca,1977,nan,92 min,"Adventure, Drama, Horror",Drama,5.8,27,10639,14717854
School Ties,1992,PG-13,106 min,Drama,Drama,6.9,65,22298,14715067
The Sixth Man,1997,PG-13,107 min,"Comedy, Drama, Fantasy",Drama,5.7,nan,5449,14708874
Sukčiai,2004,R,87 min,"Comedy, Crime, Drama",Drama,6.4,61,9990,14688078
City of Joy,1992,PG-13,132 min,Drama,Drama,6.5,nan,4816,14683921
Siu nin Wong Fei Hung chi: Tit ma lau,1993,PG-13,90 min,"Action, Crime, Drama",Drama,7.5,79,15414,14681661
Kristaus byla,2017,PG,112 min,"Biography, Drama",Drama,6.3,50,7854,14678714
Kambarys,nan,R,118 min,"Drama, Thriller",Drama,8.1,86,373389,14677674
Educating Rita,1983,nan,110 min,"Comedy, Drama",Drama,7.2,52,12695,14648076
Winning,1969,nan,123 min,"Action, Drama, Sport",Drama,6.0,70,1790,14644335
Beyond the Lights,2014,PG-13,116 min,"Drama, Music, Romance",Drama,6.9,73,15456,14618727
7 dienos ir naktys su Marilyn Monroe,2011,R,99 min,"Biography, Drama",Drama,6.9,65,83523,14600347
Mano kaimyne - pornožvaigžde,2004,R,109 min,"Comedy, Drama, Romance",Drama,6.7,47,202084,14589444
Flight of the Intruder,1991,nan,115 min,"Action, Drama, Thriller",Drama,5.8,nan,6410,14587732
Karys,nan,R,99 min,"Action, Drama, Sci-Fi",Drama,6.1,nan,51843,14567883
Laukine širdis,1990,nan,125 min,"Comedy, Crime, Drama",Drama,7.2,52,84094,14560247
The Chamber,1996,R,113 min,"Crime, Drama, Thriller",Drama,6.0,45,12855,14551359
School Daze,1988,nan,121 min,"Comedy, Drama, Musical",Drama,6.0,52,6502,14545844
Išnykimas,1993,R,109 min,"Drama, Horror, Mystery",Drama,6.3,49,23367,14543394
Už saują dolerių,1964,R,99 min,"Action, Drama, Western",Drama,8.0,65,198820,14500000
Rich and Famous,1981,nan,117 min,Drama,Drama,5.9,52,1543,14492125
King of Kings,1961,PG-13,168 min,"Biography, Drama, History",Drama,7.0,nan,7118,14483352
Meileje ir kare,1996,PG-13,113 min,"Biography, Drama, Romance",Drama,6.0,nan,8172,14481231
Dideles akys,nan,N-13,106 min,"Biography, Crime, Drama",Drama,7.0,62,86158,14479776
"Hello, My Name Is Doris",2015,R,90 min,"Comedy, Drama, Romance",Drama,6.6,63,18763,14443077
Gyvenimas septyniolikos,2016,R,104 min,"Comedy, Drama",Drama,7.3,77,105106,14431633
Holivudo misterija,2006,R,126 min,"Biography, Crime, Drama",Drama,6.5,62,32884,14415222
Woodlawn,2015,PG,123 min,"Biography, Drama, History",Drama,6.5,57,6697,14393862
Klonuotasis,2004,PG-13,102 min,"Drama, Fantasy, Horror",Drama,4.8,24,24875,14379751
Apsnigti kedrai,1999,PG-13,127 min,"Drama, Mystery, Romance",Drama,6.7,44,13651,14378353
Awake,2007,R,84 min,"Crime, Drama, Mystery",Drama,6.5,33,72580,14377198
The Buddy Holly Story,1978,nan,114 min,"Biography, Drama, Music",Drama,7.2,78,8233,14363400
Rapid Fire,1992,R,95 min,"Action, Crime, Drama",Drama,6.3,nan,8422,14356479
Arbatele su Musoliniu,1999,PG,117 min,"Comedy, Drama, War",Drama,6.9,53,11208,14348123
The Mosquito Coast,1986,nan,117 min,"Adventure, Drama, Thriller",Drama,6.6,49,26502,14302779
Wish Upon,2017,PG-13,90 min,"Drama, Fantasy, Horror",Drama,5.0,32,18508,14301505
The Detective,1968,nan,114 min,"Crime, Drama, Thriller",Drama,6.5,nan,2937,14300000
The Competition,1980,nan,123 min,"Drama, Romance, Music",Drama,6.7,nan,1834,14287755
The Wizard,1989,nan,96 min,"Adventure, Comedy, Drama",Drama,6.1,23,14185,14278900
Žana d'Ark,1999,R,158 min,"Adventure, Biography, Drama",Drama,6.4,54,64101,14276317
Amelija,2009,PG,111 min,"Adventure, Biography, Drama",Drama,5.8,37,12045,14241034
Kordebaletas,1985,nan,113 min,"Drama, Music, Musical",Drama,6.2,46,9149,14202899
The Wonderful World of the Brothers Grimm,1962,nan,135 min,"Animation, Adventure, Biography",Drama,6.4,nan,1462,14170000
Purvini šokiai: Havanos naktys,2004,PG-13,86 min,"Drama, Music, Romance",Drama,6.0,39,26820,14161590
Tank,1984,nan,113 min,"Action, Comedy, Drama",Drama,5.8,39,4008,14134877
Laukines atostogos,2012,N-16,94 min,"Crime, Drama",Drama,5.3,63,136057,14123773
Bjornas Borgas prieš Makenroju,2017,R,107 min,"Biography, Drama, Sport",Drama,6.9,63,28101,14113354
How to Deal,2003,PG-13,101 min,"Comedy, Drama, Romance",Drama,5.6,45,9193,14108518
Diner,1982,nan,110 min,"Comedy, Drama",Drama,7.1,82,18692,14100000
Vargdieniai,1998,PG-13,134 min,"Crime, Drama, History",Drama,7.5,nan,38145,14096321
The Perfect Weapon,1991,R,90 min,"Action, Crime, Drama",Drama,6.1,35,3656,14061361
The Emperor's Club,2002,PG-13,109 min,Drama,Drama,6.9,49,16550,14060950
FairyTale: A True Story,1997,PG,99 min,"Drama, Family, Fantasy",Drama,6.4,nan,5503,14036249
Gera mergaite,2002,R,93 min,"Drama, Romance",Drama,6.3,71,43196,14015786
Meile ir draugyste,2016,PG,90 min,"Comedy, Drama, Romance",Drama,6.4,87,23218,14013564
In Too Deep,1999,R,95 min,"Crime, Thriller, Drama",Drama,6.3,53,5846,14003141
Maskva Hadsone,1983,nan,103 min,"Comedy, Crime, Drama",Drama,5.9,nan,4601,14000000
Missing,1982,nan,122 min,"Biography, Drama, History",Drama,7.7,78,18617,14000000
Misurio vingiai,1976,nan,126 min,"Drama, Western",Drama,6.6,65,9650,14000000
On a Clear Day You Can See Forever,1970,nan,129 min,"Comedy, Drama, Fantasy",Drama,6.4,nan,3573,14000000
Hatari!,1962,nan,157 min,"Action, Adventure, Comedy",Drama,7.2,nan,11776,14000000
Stand and Deliver,1988,nan,103 min,"Biography, Drama",Drama,7.3,77,16966,13994920
Alice's Restaurant,1969,nan,111 min,"Comedy, Drama, Music",Drama,6.3,nan,3951,13991240
Imitation of Life,1959,nan,125 min,Drama,Drama,7.9,87,14797,13990819
Musių valdovas,1990,nan,90 min,"Adventure, Drama, Thriller",Drama,6.4,49,27893,13985225
The Sterile Cuckoo,1969,nan,107 min,"Comedy, Drama, Romance",Drama,6.8,nan,1852,13982357
Zaklina,nan,R,100 min,"Biography, Drama, History",Drama,6.7,81,73136,13958679
"Suddenly, Last Summer",1959,nan,114 min,"Drama, Mystery, Thriller",Drama,7.6,54,13861,13897500
Monsoon Wedding,2001,R,114 min,"Comedy, Drama, Romance",Drama,7.3,77,23377,13876974
Viena diena,2011,PG-13,107 min,"Drama, Romance",Drama,7.0,48,139652,13843771
Class of '44,1973,nan,95 min,Drama,Drama,5.5,nan,455,13843000
Hamburger Hill,1987,nan,110 min,"Action, Drama, Thriller",Drama,6.7,64,23764,13839404
The Milagro Beanfield War,1988,nan,117 min,"Comedy, Drama, Fantasy",Drama,6.8,nan,5955,13825794
Hercogiene,2008,V,110 min,"Biography, Drama, History",Drama,6.9,62,78532,13823741
Desperate Measures,1998,R,100 min,"Action, Crime, Drama",Drama,6.1,nan,15843,13806137
"Žmogus, kuris žinojo per mažai",1997,PG,94 min,"Comedy, Crime, Drama",Drama,6.7,nan,30446,13801755
Laiškai iš Ivo Džimos,2006,R,141 min,"Action, Adventure, Drama",Drama,7.9,89,154233,13756082
Užpusti,1981,nan,108 min,"Crime, Drama, Mystery",Drama,7.4,86,44865,13747234
Sulaužytos geles,2005,R,106 min,"Comedy, Drama, Mystery",Drama,7.2,79,98465,13744960
Great Balls of Fire!,1989,nan,108 min,"Biography, Drama, Music",Drama,6.3,49,15411,13741060
Siuvejas iš Panamos,2001,R,109 min,"Comedy, Drama, Thriller",Drama,6.1,66,28006,13729742
The Wings of the Dove,1997,R,102 min,"Drama, Romance",Drama,7.1,73,10376,13718385
The Man from Snowy River II,1988,nan,110 min,"Adventure, Drama, Western",Drama,6.7,nan,2313,13687027
Mutiny on the Bounty,1962,nan,178 min,"Adventure, Drama, History",Drama,7.3,48,15001,13680000
Kovotojai,2011,PG-13,140 min,"Action, Drama, Sport",Drama,8.2,71,437149,13657115
Nudegęs,nan,N-13,101 min,"Comedy, Drama",Drama,6.6,42,107162,13650738
Crooklyn,1994,PG-13,115 min,"Comedy, Drama",Drama,7.0,65,9431,13640000
Poms,2019,PG-13,90 min,"Comedy, Drama, Sport",Drama,5.9,36,4082,13631124
Taip pat ir tavo mamą,2001,R,106 min,Drama,Drama,7.6,88,116098,13622333
The Crush,1993,N-13,89 min,"Drama, Thriller",Drama,5.9,34,16581,13609396
Juwanna Mann,2002,PG-13,91 min,"Comedy, Drama, Romance",Drama,4.7,24,6333,13571817
Niksonas,1995,R,192 min,"Biography, Drama, History",Drama,7.1,66,28856,13560960
Eighth Grade,2018,R,93 min,"Comedy, Drama",Drama,7.4,89,63177,13539709
Hush,1998,PG-13,96 min,"Drama, Thriller",Drama,5.5,18,10531,13513622
The Stewardesses,1969,nan,93 min,"Comedy, Drama",Drama,3.7,nan,253,13500000
Mrs. Miniver,1942,nan,134 min,"Drama, Romance, War",Drama,7.6,nan,15986,13500000
Sukčiai,1990,nan,110 min,"Crime, Drama, Thriller",Drama,6.9,86,25360,13446769
Extremities,1986,nan,89 min,"Drama, Thriller",Drama,6.3,39,3422,13418091
Paslaptys ir melagystės,1996,R,136 min,"Comedy, Drama",Drama,8.0,91,37723,13417292
Megan Lyvi,2017,PG-13,116 min,"Biography, Drama, War",Drama,7.1,66,21725,13406304
Alfis,2004,R,103 min,"Comedy, Drama, Romance",Drama,6.2,49,50859,13399812
One Night with the King,2006,PG,123 min,"Biography, Drama, History",Drama,6.1,38,6763,13395961
Jausmu vandenynas,1999,PG-13,106 min,Drama,Drama,6.4,45,13148,13376506
Pasitikek draugais,2006,R,88 min,"Comedy, Drama, Romance",Drama,5.7,68,27726,13367101
Darbo diena,2013,PG-13,111 min,"Drama, Romance, Thriller",Drama,6.9,52,42967,13362308
Mr. Saturday Night,1992,R,119 min,"Comedy, Drama",Drama,5.9,nan,4483,13351357
The Haunting of Molly Hartley,2008,PG-13,82 min,"Drama, Horror, Thriller",Drama,3.9,28,9415,13350177
De-Lovely,2004,PG-13,125 min,"Biography, Drama, Music",Drama,6.6,53,10886,13337299
A Woman Under the Influence,1974,nan,155 min,"Drama, Romance",Drama,8.2,88,22033,13336830
Gyvenimo medis,2011,PG-13,139 min,"Drama, Fantasy",Drama,6.8,85,168215,13303319
The Pick-up Artist,1987,nan,81 min,"Comedy, Crime, Drama",Drama,5.4,47,6496,13290368
The Entity,1982,nan,125 min,"Drama, Horror",Drama,6.7,35,14908,13277558
Kunas kaip irodymas,1992,R,99 min,"Drama, Thriller",Drama,4.5,29,14139,13275426
Lone Star,1996,R,135 min,"Drama, Mystery",Drama,7.4,78,28034,13269963
Roller Boogie,1979,nan,104 min,"Comedy, Drama, Music",Drama,4.6,nan,1577,13253715
Vice Squad,1982,nan,97 min,"Action, Crime, Drama",Drama,6.6,nan,1944,13253583
Koneko monogatari,1986,nan,90 min,"Adventure, Drama, Family",Drama,7.0,nan,10740,13245219
Crazy People,1990,nan,90 min,"Comedy, Drama",Drama,6.1,42,4143,13236513
Groja Liuvinas Deivisas,2013,N-13,104 min,"Comedy, Drama, Music",Drama,7.5,93,140236,13235319
Vaiduoklių miestas,nan,PG-13,102 min,"Comedy, Drama, Fantasy",Drama,6.7,72,70121,13214030
Enchanted April,1991,PG,95 min,Drama,Drama,7.4,78,6058,13200170
Neliečiamieji,2011,R,112 min,"Biography, Comedy, Drama",Drama,8.5,57,763875,13182281
The Peanut Butter Falcon,2019,PG-13,97 min,"Adventure, Comedy, Drama",Drama,7.6,70,67657,13122642
Daktaras T ir moterys,2000,R,122 min,"Comedy, Drama, Romance",Drama,4.6,64,17721,13113041
Author! Author!,1982,nan,110 min,"Comedy, Drama, Family",Drama,6.2,42,4998,13111101
Rosewood,1997,R,140 min,"Action, Drama, History",Drama,7.2,71,7434,13104494
Silpnybė,2001,R,100 min,"Crime, Drama, Thriller",Drama,7.2,64,77414,13103828
The Evil That Men Do,1984,nan,90 min,"Action, Drama, Thriller",Drama,6.1,32,3482,13102025
Romo dienoraštis,2011,R,119 min,"Comedy, Drama",Drama,6.2,56,99172,13100042
Atkirtis,2014,N-16,106 min,"Drama, Music",Drama,8.5,88,721010,13092000
American Me,1992,R,125 min,"Biography, Crime, Drama",Drama,7.2,66,8004,13086430
Pirmoji eskadrile,2006,PG-13,140 min,"Action, Drama, History",Drama,6.5,47,41290,13082288
A Boy Named Charlie Brown,1969,nan,86 min,"Animation, Comedy, Drama",Drama,7.3,nan,4529,13080000
25-a valanda,2002,R,135 min,Drama,Drama,7.6,68,169972,13060843
Misisipes vaiduokliai,1996,PG-13,130 min,"Drama, History",Drama,6.7,nan,10128,13052741
Riedek,2009,PG-13,111 min,"Drama, Sport",Drama,6.9,68,64059,13043363
Narkotiku prekeiviai,1995,R,128 min,"Crime, Drama, Mystery",Drama,6.9,71,20855,13040603
Andželos pelenai,1999,R,145 min,"Biography, Drama",Drama,7.3,54,20595,13038660
To Be or Not to Be,1983,nan,107 min,"Comedy, Drama, War",Drama,6.9,61,10266,13030214
Didysis traukinio apiplešimas,1978,nan,110 min,"Adventure, Crime, Drama",Drama,6.9,68,16096,13027857
Gypsy,1962,Approved,143 min,"Biography, Comedy, Drama",Drama,7.1,nan,5586,13008000
Smelio ir ruko namai,2003,R,126 min,"Crime, Drama",Drama,7.5,71,65316,13005485
The Concorde... Airport '79,1979,nan,113 min,"Action, Drama, Thriller",Drama,4.5,39,5685,13000000
"Run, Angel, Run!",1969,nan,95 min,"Action, Drama",Drama,5.4,nan,227,13000000
Tykusis amerikietis,2002,R,101 min,"Drama, Romance, Thriller",Drama,7.0,84,27226,12987647
Ar tiki?,2015,PG-13,120 min,Drama,Drama,6.1,22,7166,12985267
El Dorado,1966,nan,126 min,"Drama, Romance, Western",Drama,7.6,85,24400,12971000
Perfect,1985,nan,115 min,"Drama, Romance",Drama,4.5,46,4665,12918858
Living Out Loud,1998,R,100 min,"Comedy, Drama, Romance",Drama,6.5,64,4544,12902790
Vision Quest,1985,nan,107 min,"Drama, Romance, Sport",Drama,6.6,55,7870,12900000
Sugrižimas,nan,R,121 min,"Comedy, Drama",Drama,7.6,84,95083,12899867
A Far Off Place,1993,PG,100 min,"Adventure, Drama, Family",Drama,6.6,nan,3345,12890752
Gods and Generals,2003,PG-13,219 min,"Biography, Drama, History",Drama,6.4,30,15385,12870569
Nevaldoma aistra,2004,PG-13,114 min,"Drama, Mystery, Romance",Drama,7.0,40,52879,12831121
Black Dog,1998,PG-13,89 min,"Action, Crime, Drama",Drama,5.5,nan,8431,12829351
Ana Karenina,nan,N-13,129 min,"Drama, Romance",Drama,6.6,63,92291,12816367
Vienuoles istorija,1959,nan,149 min,Drama,Drama,7.6,78,9465,12800000
Reicel isteka,2008,R,113 min,"Drama, Romance",Drama,6.7,82,47330,12796277
Pabaisos iš laukinių pietų,2012,N-7,93 min,"Adventure, Drama, Fantasy",Drama,7.3,86,80796,12795746
Mistiska pica,1988,nan,104 min,"Comedy, Drama, Romance",Drama,6.3,60,25671,12793213
The Founder,2016,PG-13,115 min,"Biography, Drama",Drama,7.2,66,126660,12786053
Marvino kambarys,1996,PG-13,98 min,Drama,Drama,6.7,68,25767,12782508
Vakaro žvaigžde,1996,PG-13,129 min,"Comedy, Drama, Romance",Drama,5.9,nan,4220,12767815
Naujasis pasaulis,2005,PG-13,135 min,"Biography, Drama, History",Drama,6.7,69,83030,12712093
Kerol,2015,N-16,118 min,"Drama, Romance",Drama,7.2,94,116515,12711491
Tamsiausios galios,2018,N-13,104 min,"Action, Adventure, Drama",Drama,5.7,39,28352,12695691
The Spitfire Grill,1996,PG-13,117 min,Drama,Drama,7.0,nan,5278,12643776
Lyčiu kova,2017,N-13,121 min,"Biography, Comedy, Drama",Drama,6.7,73,50308,12638526
