title,year,certificate,length,genres,category,rating,metascore,total_votes,US_box_office
Rydiko kronikos,2004,R,119 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.7,38,214792,57761012
Gyvunas,2001,PG-13,84 min,"Comedy, Sci-Fi",Sci-Fi,4.8,43,57223,57743062
Dvylika beždžionių,1995,R,129 min,"Mystery, Sci-Fi, Thriller",Sci-Fi,8.0,74,579825,57141459
Pabegimas is planetos Zeme,2012,PG,89 min,"Animation, Adventure, Comedy",Sci-Fi,5.9,35,24520,57012977
2001: Kosminė odiseja,1968,nan,149 min,"Adventure, Sci-Fi",Sci-Fi,8.3,84,605411,56954992
Laiko mašina,2002,PG-13,96 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.0,42,118639,56684819
Fantastic Four,2015,N-13,100 min,"Action, Adventure, Sci-Fi",Sci-Fi,4.3,27,152888,56117548
Volisas ir Gromitas: kiskiolakio prakeiksmas,2005,V,85 min,"Animation, Adventure, Comedy",Sci-Fi,7.4,87,125862,56110897
Amžinai jaunas,1992,PG,102 min,"Drama, Romance, Sci-Fi",Sci-Fi,6.3,nan,44551,55956200
Kalakutai: atgal i ateiti,2013,PG,91 min,"Animation, Adventure, Comedy",Sci-Fi,5.8,38,22588,55750480
Svetimas 3,1992,R,114 min,"Action, Horror, Sci-Fi",Sci-Fi,6.5,59,278635,55473600
Mano numeris ketvirtas,2011,PG-13,111 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.1,36,227706,55100437
Erdvelaivio kariai,1997,R,129 min,"Action, Adventure, Sci-Fi",Sci-Fi,7.2,51,269701,54814377
Išeities kodas,2011,PG-13,93 min,"Action, Drama, Mystery",Sci-Fi,7.5,74,485754,54712227
Žaisliniai kareiveliai,1998,PG-13,108 min,"Action, Adventure, Comedy",Sci-Fi,6.2,nan,91790,54682547
Žudiku brolija,2016,N-13,115 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.7,36,186424,54647948
Gelme,1989,PG-13,140 min,"Adventure, Drama, Mystery",Sci-Fi,7.5,62,163042,54461047
Vežliukai nindzes,2007,PG,87 min,"Animation, Action, Adventure",Sci-Fi,6.2,41,61413,54149098
Tenet,2020,PG-13,150 min,"Action, Sci-Fi, Thriller",Sci-Fi,7.5,69,295621,53800000
Prisiminti pavojinga,2003,PG-13,119 min,"Action, Mystery, Sci-Fi",Sci-Fi,6.3,43,103665,53790451
Robotas policininkas,1987,nan,102 min,"Action, Crime, Sci-Fi",Sci-Fi,7.5,67,233689,53424681
Prestižas,2006,PG-13,130 min,"Drama, Mystery, Sci-Fi",Sci-Fi,8.5,66,1194478,53089891
Blade: Trinity,2004,R,113 min,"Action, Adventure, Fantasy",Sci-Fi,5.9,38,166305,52411906
Star Trek V: The Final Frontier,1989,nan,107 min,"Action, Adventure, Fantasy",Sci-Fi,5.5,43,56181,52210049
Grobuonys,2010,R,107 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.4,51,212049,52000688
Absoliutus blogis 2: Apokalipse,2004,R,94 min,"Action, Horror, Sci-Fi",Sci-Fi,6.2,35,186497,51201453
Galaktikos gidas,2005,V,109 min,"Adventure, Comedy, Sci-Fi",Sci-Fi,6.8,63,186937,51085416
Grobuonis. Patobulinimas,2018,N-16,107 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.3,48,116681,51024708
Tamsusis bokštas,2017,N-13,95 min,"Action, Adventure, Fantasy",Sci-Fi,5.6,34,128591,50701325
Absoliutus blogis: isnykimas,2007,R,94 min,"Action, Horror, Sci-Fi",Sci-Fi,6.3,41,183767,50648679
Smokingas,2002,PG-13,98 min,"Action, Comedy, Sci-Fi",Sci-Fi,5.4,30,79438,50547998
Jei pasilikciau,2014,PG-13,107 min,"Drama, Fantasy, Music",Sci-Fi,6.7,46,116151,50474843
Planeta K-PAX,2001,PG-13,120 min,"Drama, Mystery, Sci-Fi",Sci-Fi,7.4,49,175329,50338485
Karštas kubilas - laiko mašina,2010,N-16,101 min,"Comedy, Sci-Fi",Sci-Fi,6.4,63,162318,50287556
Land of the Lost,2009,PG-13,102 min,"Action, Adventure, Comedy",Sci-Fi,5.3,32,66553,49438370
Ugnikalnis,1997,PG-13,104 min,"Action, Drama, Sci-Fi",Sci-Fi,5.5,55,72152,49323468
Svetimas: prisikelimas,1997,R,109 min,"Action, Horror, Sci-Fi",Sci-Fi,6.2,63,229752,47748610
Jupitere. Pabudimas,2015,N-13,127 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.3,40,179379,47387723
"Zasine, kur mano automobilis?",2000,PG-13,83 min,"Comedy, Mystery, Sci-Fi",Sci-Fi,5.5,30,134607,46729800
Zmogus raketa,1991,nan,108 min,"Action, Adventure, Family",Sci-Fi,6.5,61,53205,46704056
Kitas pasaulis. Vilkolakiu prisikelimas,2009,N-16,92 min,"Action, Fantasy, Sci-Fi",Sci-Fi,6.6,44,151424,45802315
Robotas policininkas 2,1990,nan,117 min,"Action, Crime, Sci-Fi",Sci-Fi,5.8,42,81367,45681173
Siuntejas,2014,PG-13,97 min,"Drama, Romance, Sci-Fi",Sci-Fi,6.5,47,112175,45089048
28 dienos po...,2002,N-18,113 min,"Drama, Horror, Sci-Fi",Sci-Fi,7.6,73,377644,45064915
Dažnis,2000,PG-13,118 min,"Crime, Drama, Mystery",Sci-Fi,7.3,67,101488,45010278
Laiko policininkas,1994,R,99 min,"Action, Crime, Sci-Fi",Sci-Fi,5.9,48,55807,44853581
Spidas Reiseris,2008,V,135 min,"Action, Adventure, Comedy",Sci-Fi,6.0,37,69081,43945766
Vienveidis,2001,PG-13,87 min,"Action, Sci-Fi, Thriller",Sci-Fi,5.9,25,88618,43905746
Netikšunis,2007,PG,100 min,"Action, Adventure, Comedy",Sci-Fi,4.7,37,19705,43751706
Žvaigždžiu kelias. Atpildas,2002,PG-13,116 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.4,51,74194,43254409
Vežliai nindzes 3,1993,PG,96 min,"Action, Adventure, Comedy",Sci-Fi,4.8,40,31015,42660000
Laiko banditai,1981,nan,116 min,"Adventure, Comedy, Fantasy",Sci-Fi,7.0,79,58840,42365581
Absoliutus blogis: Atpildas 3D,2012,N-13,95 min,"Action, Horror, Sci-Fi",Sci-Fi,5.4,39,133166,42345531
Žydrasis griaustinis,1983,nan,109 min,"Action, Crime, Drama",Sci-Fi,6.4,66,17545,42313354
Planeta 51,2009,PG,91 min,"Animation, Adventure, Comedy",Sci-Fi,6.0,39,50933,42086887
Rydiko kronikos. Sugrižimas,2013,N-16,119 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.4,49,154539,42025135
Svetimi pries Grobuoni 2,2007,R,94 min,"Action, Adventure, Fantasy",Sci-Fi,4.7,29,116391,41797066
Cheech and Chong's Next Movie,1980,nan,99 min,"Comedy, Crime, Sci-Fi",Sci-Fi,6.1,66,11920,41675194
Valerianas ir tukstančio planetu miestas,2017,N-13,136 min,"Action, Adventure, Fantasy",Sci-Fi,6.5,51,163006,41189488
Trumpasis jungimas,1986,V,98 min,"Comedy, Family, Sci-Fi",Sci-Fi,6.7,50,57052,40697761
Dvasia sarvuose,2017,N-13,107 min,"Action, Crime, Drama",Sci-Fi,6.3,52,196846,40563557
Bill & Ted's Excellent Adventure,1989,nan,90 min,"Adventure, Comedy, Music",Sci-Fi,7.0,50,119083,40485039
Musė,1986,nan,96 min,"Drama, Horror, Sci-Fi",Sci-Fi,7.6,79,160203,40456565
2010: The Year We Make Contact,1984,nan,116 min,"Adventure, Mystery, Sci-Fi",Sci-Fi,6.8,53,49718,40200000
Absoliutus blogis,2002,R,100 min,"Action, Horror, Sci-Fi",Sci-Fi,6.7,33,248063,40119709
Fakultetas,1998,R,104 min,"Horror, Sci-Fi",Sci-Fi,6.5,61,111239,40064955
Visiška tamsa,2000,R,109 min,"Action, Horror, Sci-Fi",Sci-Fi,7.1,49,225693,39240659
Berniuko Rykliuko ir Lavos mergaitės nuotykiai 3-D,2005,V,93 min,"Action, Adventure, Comedy",Sci-Fi,3.6,38,33431,39177684
Earth to Echo,2014,PG,91 min,"Adventure, Family, Sci-Fi",Sci-Fi,5.8,53,18328,38916903
Siaubu krautuvele,1986,PG-13,94 min,"Comedy, Horror, Musical",Sci-Fi,7.0,81,66237,38747385
Svetimas kunas,2009,PG-13,89 min,"Action, Sci-Fi, Thriller",Sci-Fi,6.3,45,168966,38577772
Spy Kids 4: All the Time in the World,2011,PG,89 min,"Action, Adventure, Comedy",Sci-Fi,3.5,37,22998,38538188
Terminatorius,1984,nan,107 min,"Action, Sci-Fi",Sci-Fi,8.0,84,801102,38400000
Evoliucija,2001,PG-13,101 min,"Comedy, Sci-Fi",Sci-Fi,6.1,40,119634,38345494
Mighty Morphin Power Rangers: The Movie,1995,PG,95 min,"Action, Adventure, Family",Sci-Fi,5.2,40,25296,38187431
Lobiu planeta,2002,PG,95 min,"Animation, Adventure, Family",Sci-Fi,7.2,60,103247,38176783
Begantis zmogus,1987,nan,101 min,"Action, Sci-Fi, Thriller",Sci-Fi,6.7,45,141585,38122105
Kosminiai kiaušiniai,1987,nan,96 min,"Adventure, Comedy, Sci-Fi",Sci-Fi,7.1,46,172287,38119483
Netikra Bilo ir Tedo kelione,1991,nan,93 min,"Adventure, Comedy, Fantasy",Sci-Fi,6.3,60,69518,38037513
Marsas atakuoja,1996,N-7,106 min,"Comedy, Sci-Fi",Sci-Fi,6.3,52,210563,37771017
Padangių kapitonas ir ateities pasaulis,2004,PG,106 min,"Action, Adventure, Mystery",Sci-Fi,6.0,64,81649,37762677
Good Boy!,2003,PG,88 min,"Comedy, Drama, Family",Sci-Fi,5.1,49,4067,37566230
Ikalinti laike,2011,PG-13,109 min,"Action, Sci-Fi, Thriller",Sci-Fi,6.7,53,370944,37520095
Polas,2011,R,104 min,"Adventure, Comedy, Sci-Fi",Sci-Fi,7.0,57,235254,37412945
Sfera,1998,PG-13,134 min,"Action, Mystery, Sci-Fi",Sci-Fi,6.1,35,99502,37020277
Clockstoppers,2002,PG,94 min,"Action, Adventure, Comedy",Sci-Fi,5.2,40,13457,36985501
Mano mielas marsietis,1999,PG,94 min,"Comedy, Family, Sci-Fi",Sci-Fi,5.1,33,12845,36830057
Jaunelis,1994,PG-13,109 min,"Comedy, Romance, Sci-Fi",Sci-Fi,4.6,59,65159,36763355
Mirties lenktynes,2008,R,105 min,"Action, Sci-Fi, Thriller",Sci-Fi,6.4,43,198093,36316032
Universal Soldier,1992,R,102 min,"Action, Sci-Fi",Sci-Fi,6.1,35,82826,36299898
Pašelęs Maksas. Griaustinio karalyste,1985,nan,107 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.3,71,127340,36200000
Mortal Kombat: Annihilation,1997,PG-13,95 min,"Action, Adventure, Fantasy",Sci-Fi,3.7,11,46995,35927406
Sala,2005,PG-13,136 min,"Action, Sci-Fi, Thriller",Sci-Fi,6.8,50,300572,35818913
Žmoniu vaikai,2006,R,109 min,"Adventure, Drama, Sci-Fi",Sci-Fi,7.9,84,466044,35552383
Ad Astra,2019,N-13,123 min,"Adventure, Drama, Mystery",Sci-Fi,6.5,80,200180,35397514
Patruliu zona,nan,N-13,102 min,"Comedy, Sci-Fi",Sci-Fi,5.7,36,121317,35353000
Frankenvynis,2012,N-7,87 min,"Animation, Comedy, Family",Sci-Fi,6.9,74,98651,35291068
Flinstounai Viva Rok Vegase,2000,PG,90 min,"Comedy, Family, Romance",Sci-Fi,3.7,27,21771,35268275
Zvaigzdziu karai: klonu karai,2008,PG,98 min,"Animation, Action, Adventure",Sci-Fi,5.9,35,58825,35161554
5-oji Banga,2016,N-13,112 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.2,33,100739,34916787
Teisejas Dredas,1995,R,96 min,"Action, Crime, Sci-Fi",Sci-Fi,5.6,nan,110605,34693481
Sestoji diena,2000,PG-13,123 min,"Action, Mystery, Sci-Fi",Sci-Fi,5.9,49,116681,34604280
Jausmų galia,2004,R,108 min,"Drama, Romance, Sci-Fi",Sci-Fi,8.3,89,914424,34400301
The Relic,1997,R,110 min,"Horror, Mystery, Sci-Fi",Sci-Fi,5.8,55,25069,33956608
Darkmenas: tamsos žmogus,1990,nan,96 min,"Action, Sci-Fi, Thriller",Sci-Fi,6.4,65,58778,33878502
Sapnų gaudyklė,2003,R,136 min,"Drama, Horror, Sci-Fi",Sci-Fi,5.5,35,88891,33715436
Globaline audra,2017,N-13,109 min,"Action, Sci-Fi, Thriller",Sci-Fi,5.3,21,95224,33700160
Ilsekis ramybeje departamentas,2013,PG-13,96 min,"Action, Adventure, Comedy",Sci-Fi,5.6,25,118288,33618855
Beždžionių planeta,1968,G,112 min,"Adventure, Sci-Fi",Sci-Fi,8.0,79,165433,33395426
Monstru ratai,2016,PG,104 min,"Action, Adventure, Comedy",Sci-Fi,5.7,41,15429,33370166
Tronas,1982,nan,96 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.8,58,113527,33000000
Baterijos nepridedamos,1987,nan,106 min,"Comedy, Family, Fantasy",Sci-Fi,6.7,54,31571,32945797
Bėgantis skustuvo ašmenimis,1982,R,117 min,"Action, Sci-Fi, Thriller",Sci-Fi,8.1,84,695725,32868943
Sunaikinimas,2018,R,115 min,"Adventure, Drama, Horror",Sci-Fi,6.8,79,282051,32732301
Fantazijos viršune: Sudvasintieji,2001,PG-13,106 min,"Animation, Action, Adventure",Sci-Fi,6.4,49,79966,32131830
Superbombonešis: naikinti viską,2005,PG-13,121 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.1,35,51918,32116746
Vejos prižiūrėtojas,1992,R,108 min,"Horror, Sci-Fi",Sci-Fi,5.5,42,33991,32101000
Šunų sala,2018,PG-13,101 min,"Animation, Adventure, Comedy",Sci-Fi,7.9,82,140016,32015231
Push,2009,PG-13,111 min,"Action, Sci-Fi, Thriller",Sci-Fi,6.1,36,105990,31806100
Devintasis,nan,PG-13,79 min,"Animation, Action, Adventure",Sci-Fi,7.1,60,133612,31743332
Čapis,2015,N-16,120 min,"Action, Crime, Drama",Sci-Fi,6.8,41,230194,31569268
Žemes branduolys,2003,PG-13,135 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.5,48,93794,31186896
Kopa,1984,N-7,137 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.5,39,127985,30925690
Powder,1995,PG-13,111 min,"Drama, Fantasy, Mystery",Sci-Fi,6.6,nan,28465,30862146
Doragon bôru chô: Burorî,2018,N-13,100 min,"Animation, Action, Adventure",Sci-Fi,7.9,59,22704,30712119
Grobuonis 2,1990,R,108 min,"Action, Horror, Sci-Fi",Sci-Fi,6.3,46,147151,30669413
Kitas pasaulis. Kraujo karai,2016,N-16,91 min,"Action, Adventure, Fantasy",Sci-Fi,5.8,23,69962,30348260
Gyvybe,nan,R,104 min,"Horror, Sci-Fi, Thriller",Sci-Fi,6.6,54,207841,30234022
Space Chimps,2008,nan,81 min,"Animation, Adventure, Comedy",Sci-Fi,4.5,36,10838,30105968
Aušros kariai,2009,R,98 min,"Action, Adventure, Fantasy",Sci-Fi,6.4,57,122331,30101577
Rollerball,1975,nan,125 min,"Action, Sci-Fi, Sport",Sci-Fi,6.6,56,22600,30000000
Paslaptingi vyrukai,1999,PG-13,121 min,"Action, Comedy, Fantasy",Sci-Fi,6.1,65,61887,29655590
Teen Titans Go! To the Movies,2018,PG,84 min,"Animation, Action, Adventure",Sci-Fi,6.8,69,16616,29562341
Prieblandos zona,1983,nan,101 min,"Horror, Sci-Fi",Sci-Fi,6.5,44,33235,29500000
Zatura. Nuotykiai kosmose,2005,PG,101 min,"Action, Adventure, Comedy",Sci-Fi,6.2,67,93920,29258869
Vaiku zaidimai,2019,N-16,90 min,"Horror, Sci-Fi",Sci-Fi,5.8,48,44484,29208403
The Last Starfighter,1984,nan,101 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.8,67,38556,28733290
Svečias iš kosmoso,1984,nan,115 min,"Romance, Sci-Fi",Sci-Fi,7.0,70,43013,28700000
28 savaites po,2007,N-16,100 min,"Action, Horror, Sci-Fi",Sci-Fi,7.0,78,259021,28638916
Doom,2005,R,105 min,"Action, Horror, Sci-Fi",Sci-Fi,5.2,34,107748,28212337
20 tukstančiu myliu po vandeniu,1954,nan,127 min,"Adventure, Drama, Family",Sci-Fi,7.2,83,29523,28200000
Mirties diena 2,2019,N-16,100 min,"Comedy, Horror, Mystery",Sci-Fi,6.2,57,58955,28051045
Daktaro Moro sala,1996,PG-13,96 min,"Horror, Sci-Fi, Thriller",Sci-Fi,4.6,nan,31157,27663982
Airplane II: The Sequel,1982,nan,85 min,"Comedy, Sci-Fi",Sci-Fi,6.2,48,49221,27150534
Mažieji genijai,1999,PG,97 min,"Comedy, Crime, Family",Sci-Fi,2.7,6,25097,27141959
Debesu žemelapis,2012,N-13,172 min,"Action, Drama, Mystery",Sci-Fi,7.4,55,345298,27108272
Trigubas X-2,2005,PG-13,101 min,"Action, Adventure, Crime",Sci-Fi,4.5,37,67377,26873932
Absoliutus blogis: Pabaiga,2016,N-16,107 min,"Action, Horror, Sci-Fi",Sci-Fi,5.5,49,84352,26830068
Ivykiu horizontas,1997,R,96 min,"Horror, Sci-Fi, Thriller",Sci-Fi,6.7,35,160054,26673242
Superherojus!,2008,PG-13,75 min,"Action, Comedy, Sci-Fi",Sci-Fi,4.5,33,63717,26638520
Sieloneše,2013,N-13,125 min,"Action, Adventure, Drama",Sci-Fi,5.9,35,110980,26627201
Sugrižęs iš praeities,1999,PG-13,112 min,"Comedy, Drama, Romance",Sci-Fi,6.6,48,59640,26494611
Modern Problems,1981,nan,93 min,"Comedy, Fantasy, Sci-Fi",Sci-Fi,5.1,27,4843,26154211
Pasaulio pabaiga,2013,R,109 min,"Comedy, Sci-Fi",Sci-Fi,7.0,81,260562,26004851
Vidine erdve,1987,nan,120 min,"Action, Adventure, Comedy",Sci-Fi,6.8,66,54436,25893810
Æon Flux,2005,PG-13,93 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.5,36,124112,25857987
Lozoriaus efektas,2015,N-13,83 min,"Horror, Mystery, Sci-Fi",Sci-Fi,5.2,31,41131,25799043
Pražūtingas rūkas,2007,R,126 min,"Horror, Sci-Fi, Thriller",Sci-Fi,7.1,58,281766,25593755
Ji,2013,N-13,126 min,"Drama, Romance, Sci-Fi",Sci-Fi,8.0,90,542906,25568251
Serenity,2005,PG-13,119 min,"Action, Adventure, Sci-Fi",Sci-Fi,7.8,74,283700,25514517
Mimikrija,1997,R,105 min,"Horror, Sci-Fi",Sci-Fi,6.0,55,46310,25480490
Pabegimas iš Los Andželo,1996,R,101 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.8,54,70045,25477365
Ketvirtasis lygmuo,2009,PG-13,98 min,"Horror, Mystery, Sci-Fi",Sci-Fi,5.9,34,73881,25464480
Ex Machina,2014,N-16,108 min,"Drama, Sci-Fi, Thriller",Sci-Fi,7.7,78,475608,25442958
The Absent Minded Professor,1961,nan,92 min,"Comedy, Family, Sci-Fi",Sci-Fi,6.8,75,7447,25381407
Pabegimas iš Niujorko,1981,nan,99 min,"Action, Adventure, Sci-Fi",Sci-Fi,7.2,76,127011,25244700
Alien Nation,1988,nan,91 min,"Action, Sci-Fi",Sci-Fi,6.3,45,14318,25216243
Svečiai palėpėje,2009,PG,86 min,"Adventure, Comedy, Family",Sci-Fi,5.4,42,20806,25200412
Logano pabėgimas,1976,nan,119 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.8,53,51870,25000000
Kūnų grobikų įsiveržimas,1978,nan,115 min,"Horror, Sci-Fi",Sci-Fi,7.4,75,53397,24946533
Susimažinimas,2017,R,135 min,"Drama, Fantasy, Sci-Fi",Sci-Fi,5.7,63,99467,24449754
Virtuoziškumas,1995,R,106 min,"Action, Crime, Sci-Fi",Sci-Fi,5.6,39,28209,24048000
Keistas mokslas,1985,nan,94 min,"Comedy, Romance, Sci-Fi",Sci-Fi,6.6,46,80366,23834048
Keršytojai,1998,PG-13,89 min,"Action, Adventure, Sci-Fi",Sci-Fi,3.8,12,41050,23322832
Agentas Kodis Benksas. Užduotis Londone,2004,PG,100 min,"Action, Adventure, Comedy",Sci-Fi,4.6,32,14103,23222861
Plieninis milžinas,1999,PG,86 min,"Animation, Action, Adventure",Sci-Fi,8.0,85,172560,23159305
Išgyvenk,2006,PG-13,85 min,"Fantasy, Horror, Mystery",Sci-Fi,5.1,24,30482,23086480
Viešpatavimas,nan,N-13,119 min,"Action, Drama, Sci-Fi",Sci-Fi,6.3,42,217245,23022309
Titanas po Zemes zuties,2000,PG,94 min,"Animation, Action, Adventure",Sci-Fi,6.6,48,58669,22751979
Babilonas,2008,PG-13,90 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.6,26,93290,22532572
Mano super buvusioji,2006,PG-13,96 min,"Comedy, Romance, Sci-Fi",Sci-Fi,5.1,50,61794,22530295
Sveiki atvyke i praeiti!,2015,PG-13,106 min,"Drama, Mystery, Sci-Fi",Sci-Fi,6.4,47,76281,22348241
The Bermuda Triangle,1979,nan,93 min,"Documentary, Mystery, Sci-Fi",Sci-Fi,5.7,nan,197,22167000
Son of Flubber,1963,nan,100 min,"Comedy, Sci-Fi, Family",Sci-Fi,6.1,nan,2682,22129412
Meres Šeli Frankenšteinas,1994,R,123 min,"Drama, Horror, Romance",Sci-Fi,6.4,nan,51683,22006296
Pragaro vaikis,2019,N-16,120 min,"Action, Adventure, Fantasy",Sci-Fi,5.2,31,78603,21903748
Operacija Overlord,2018,N-18,110 min,"Action, Adventure, Horror",Sci-Fi,6.6,60,86705,21704844
Buck Rogers in the 25th Century,1979,nan,89 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.7,nan,5266,21671241
Short Circuit 2,1988,nan,110 min,"Comedy, Drama, Family",Sci-Fi,5.8,nan,23833,21630088
Kovos laukas: zeme,2000,PG-13,118 min,"Action, Adventure, Sci-Fi",Sci-Fi,2.5,9,76128,21471685
The Last Mimzy,2007,PG,90 min,"Action, Adventure, Drama",Sci-Fi,6.2,59,20800,21471047
Tamsiausia valanda,2011,PG-13,89 min,"Action, Adventure, Horror",Sci-Fi,4.9,18,57928,21426805
Marsui reikia mamu,2011,PG,88 min,"Animation, Action, Adventure",Sci-Fi,5.4,49,21155,21379315
Horizontas,2010,PG-13,92 min,"Action, Sci-Fi, Thriller",Sci-Fi,4.4,26,86850,21371425
Kiaušingalviai,1993,PG,88 min,"Comedy, Sci-Fi",Sci-Fi,5.3,49,51397,21274717
X failai. Noriu tikėti,2008,PG-13,104 min,"Crime, Drama, Horror",Sci-Fi,5.9,47,88692,20982478
Troškimu akmuo,2009,PG,89 min,"Adventure, Comedy, Family",Sci-Fi,4.7,53,6866,20916309
Super Mario Bros.,1993,PG,104 min,"Adventure, Comedy, Family",Sci-Fi,4.1,35,48862,20915465
Tylos zona,1983,nan,103 min,"Drama, Horror, Sci-Fi",Sci-Fi,7.2,69,62771,20766000
Mirusiųjų žemė,2005,R,93 min,"Horror, Sci-Fi, Thriller",Sci-Fi,6.2,71,91876,20700082
Dvynys,2019,N-13,117 min,"Action, Drama, Sci-Fi",Sci-Fi,5.7,38,87028,20552372
Grandinine reakcija,1996,PG-13,107 min,"Action, Drama, Sci-Fi",Sci-Fi,5.7,nan,48045,20550712
Ratas,nan,PG-13,110 min,"Drama, Sci-Fi, Thriller",Sci-Fi,5.3,43,84872,20497844
Žaidejas,2009,N-16,95 min,"Action, Sci-Fi, Thriller",Sci-Fi,5.8,27,130176,20488579
The Incredible Shrinking Woman,1981,nan,88 min,"Comedy, Sci-Fi",Sci-Fi,5.5,nan,4392,20259961
Pulsas,nan,N-16,90 min,"Horror, Sci-Fi, Thriller",Sci-Fi,4.8,27,28052,20259297
Padaugintasis,1996,PG-13,117 min,"Comedy, Romance, Sci-Fi",Sci-Fi,6.1,nan,29868,20100000
Fire in the Sky,1993,PG-13,109 min,"Biography, Drama, Fantasy",Sci-Fi,6.6,42,22057,20100000
The Fly II,1989,nan,105 min,"Drama, Horror, Sci-Fi",Sci-Fi,5.1,36,21344,20021322
Escape to Witch Mountain,1975,V,97 min,"Adventure, Family, Fantasy",Sci-Fi,6.4,60,9344,20000000
Pakitusios būsenos,1980,nan,102 min,"Horror, Sci-Fi, Thriller",Sci-Fi,6.9,58,32242,19853892
Astro vaikis,2009,PG,94 min,"Animation, Action, Comedy",Sci-Fi,6.3,53,33338,19548064
Laiko ikaitai,2003,PG-13,116 min,"Action, Adventure, Sci-Fi",Sci-Fi,5.7,28,60394,19481943
Doug's 1st Movie,1999,nan,77 min,"Animation, Adventure, Comedy",Sci-Fi,5.0,nan,2982,19421271
Species II,1998,R,93 min,"Action, Horror, Sci-Fi",Sci-Fi,4.5,19,27502,19165560
Dzonis Mnemonikas,1995,R,103 min,"Action, Drama, Sci-Fi",Sci-Fi,5.7,33,66944,19076000
"As, Frankensteinas",2014,N-13,92 min,"Action, Fantasy, Sci-Fi",Sci-Fi,5.1,30,78391,19075290
Berniukai iš Brazilijos,1978,nan,125 min,"Drama, Mystery, Sci-Fi",Sci-Fi,7.0,40,25733,19000000
Po beždžioniu planeta,1970,nan,95 min,"Action, Adventure, Sci-Fi",Sci-Fi,6.1,46,41989,18999718
Rollerball,2002,PG-13,98 min,"Action, Sci-Fi, Sport",Sci-Fi,3.1,14,25809,18990798
Cocoon: The Return,1988,nan,116 min,"Adventure, Comedy, Mystery",Sci-Fi,5.5,45,15335,18924919
Navigatoriaus skrydis,1986,V,90 min,"Adventure, Comedy, Family",Sci-Fi,6.9,64,44412,18564613
Project X,1987,nan,108 min,"Comedy, Drama, Sci-Fi",Sci-Fi,6.1,61,10115,18532286
Ultraviolet,2006,PG-13,88 min,"Action, Sci-Fi",Sci-Fi,4.5,18,79498,18500966
Prophecy,1979,nan,102 min,"Horror, Sci-Fi, Thriller",Sci-Fi,5.6,41,4458,18389402
Pranašas,2007,PG-13,96 min,"Action, Sci-Fi, Thriller",Sci-Fi,6.2,42,149695,18211013
Raudonoji planeta,2000,PG-13,106 min,"Action, Sci-Fi, Thriller",Sci-Fi,5.7,34,55467,18000000
The Rage: Carrie 2,1999,R,104 min,"Horror, Sci-Fi, Thriller",Sci-Fi,4.7,42,15580,17762705
Apolonas 18,2011,PG-13,86 min,"Horror, Mystery, Sci-Fi",Sci-Fi,5.2,24,53959,17686929
Laiškanešys,1997,R,177 min,"Action, Adventure, Drama",Sci-Fi,6.1,29,68957,17626234
Sorry to Bother You,2018,R,112 min,"Comedy, Fantasy, Sci-Fi",Sci-Fi,6.9,80,64462,17493096
The Curse of Frankenstein,1957,nan,82 min,"Horror, Sci-Fi, Thriller",Sci-Fi,7.1,59,9708,17440000
Griuvesiai,2008,R,90 min,"Adventure, Fantasy, Horror",Sci-Fi,5.9,44,70501,17432844
Tamsus dangus,2013,N-13,97 min,"Horror, Sci-Fi, Thriller",Sci-Fi,6.3,50,71207,17411930
Disturbing Behavior,1998,R,84 min,"Horror, Mystery, Sci-Fi",Sci-Fi,5.7,nan,21017,17411331
Užžemis,1981,nan,109 min,"Action, Crime, Sci-Fi",Sci-Fi,6.6,48,27430,17374595
Masters of the Universe,1987,nan,106 min,"Action, Adventure, Fantasy",Sci-Fi,5.4,35,37084,17336370
Vorai,2002,PG-13,99 min,"Action, Adventure, Comedy",Sci-Fi,5.4,53,52748,17322606
Mirties blyksnis,2019,N-16,90 min,"Drama, Horror, Mystery",Sci-Fi,6.1,44,79507,17300439
Freejack,1992,R,110 min,"Action, Crime, Sci-Fi",Sci-Fi,5.4,nan,14999,17129000
Gekijô-ban poketto monsutâ: Kesshô-tô no teiô,2000,G,93 min,"Animation, Action, Adventure",Sci-Fi,5.9,nan,13040,17052128
